uniq_pair,layer_from,node_from,layer_to,node_to,length,pident,plasmid.length.query,plasmid.length.subject,edge_type,weight
L16N5333_L22N8156,16,5333,22,8156,2223,98.875,2390,2552,Inter,0.8612818377742947
L16N5335_L17N141,17,141,16,5335,2449,99.388,2449,2380,Inter,0.9938800000000001
L16N5335_L17N6072,16,5335,17,6072,2380,99.958,2380,2470,Inter,0.963158056680162
L16N5335_L17N6075,17,6075,16,5335,2449,99.388,2449,2380,Inter,0.9938800000000001
L16N5335_L18N141,18,141,16,5335,2449,99.388,2449,2380,Inter,0.9938800000000001
L16N5335_L1N141,1,141,16,5335,2449,99.388,2449,2380,Inter,0.9938800000000001
L16N5335_L20N141,20,141,16,5335,2449,99.388,2449,2380,Inter,0.9938800000000001
L16N5335_L20N7250,20,7250,16,5335,2449,99.428,2449,2380,Inter,0.9942799999999999
L16N5335_L21N141,21,141,16,5335,2449,99.388,2449,2380,Inter,0.9938800000000001
L16N5335_L22N141,22,141,16,5335,2449,99.388,2449,2380,Inter,0.9938800000000001
L16N5335_L22N8165,16,5335,22,8165,2380,100,2380,2411,Inter,0.9871422646204894
L16N5335_L3N199,16,5335,3,199,2039,96.518,2380,3246,Inter,0.60628528034504
L16N5335_L4N294,4,294,16,5335,2449,99.388,2449,2380,Inter,0.9938800000000001
L16N5335_L5N141,5,141,16,5335,2449,99.388,2449,2380,Inter,0.9938800000000001
L16N5335_L5N415,16,5335,5,415,2190,100,2380,2220,Inter,0.9201680672268907
L16N5335_L8N141,8,141,16,5335,2449,99.388,2449,2380,Inter,0.9938800000000001
L16N5335_L8N1486,8,1486,16,5335,2586,98.724,2586,2380,Inter,0.98724
L16N5335_L9N141,9,141,16,5335,2449,99.388,2449,2380,Inter,0.9938800000000001
L16N5336_L17N6083,17,6083,16,5336,1622,100,2376,2376,Inter,0.6826599326599326
L16N5336_L20N7262,16,5336,20,7262,2167,99.954,2376,2376,Inter,0.9116175000000001
L16N5336_L22N8169,16,5336,22,8169,1500,100,2376,2376,Inter,0.6313131313131313
L16N5336_L6N709,16,5336,6,709,1722,100,2376,2376,Inter,0.7247474747474747
L16N5337_L18N404,16,5337,18,404,1918,99.896,2365,2365,Inter,0.8101502241014799
L16N5337_L18N6749,16,5337,18,6749,1607,100,2365,2365,Inter,0.679492600422833
L16N5337_L20N7265,16,5337,20,7265,1603,100,2365,2365,Inter,0.677801268498943
L16N5337_L21N7650,16,5337,21,7650,2146,100,2365,2365,Inter,0.907399577167019
L16N5337_L5N404,16,5337,5,404,1918,99.896,2365,2365,Inter,0.8101502241014799
L16N5338_L21N7652,16,5338,21,7652,2221,100,2359,2359,Inter,0.9415006358626536
L16N5339_L17N6086,16,5339,17,6086,1374,100,2345,2341,Inter,0.5859275053304904
L16N5339_L21N7658,16,5339,21,7658,2003,100,2345,2345,Inter,0.8541577825159915
L16N5341_L17N6091,16,5341,17,6091,2299,99.783,2318,2299,Inter,0.9896510655737705
L16N5342_L18N6741,18,6741,16,5342,2070,99.71,2406,2311,Inter,0.8578541147132169
L16N5342_L22N8170,22,8170,16,5342,2367,99.831,2367,2311,Inter,0.99831
L16N5344_L20N7268,20,7268,16,5344,1295,99.305,2304,2303,Inter,0.5581596137152778
L16N5344_L21N7663,16,5344,21,7663,1331,100,2303,2304,Inter,0.5776909722222222
L16N5344_L22N8175,16,5344,22,8175,1788,100,2303,2303,Inter,0.7763786365610074
L16N5345_L17N6093,16,5345,17,6093,2084,100,2293,2293,Inter,0.9088530309638029
L16N5346_L21N7664,21,7664,16,5346,2104,99.762,2293,2292,Inter,0.9153913999127781
L16N5346_L5N411,16,5346,5,411,2149,100,2292,2292,Inter,0.93760907504363
L16N5346_L6N712,6,712,16,5346,1517,100,2292,2292,Inter,0.6618673647469459
L16N5348_L20N7270,16,5348,20,7270,1826,99.836,2281,2295,Inter,0.7943378474945534
L16N5348_L21N7640,21,7640,16,5348,1337,99.701,2466,2281,Inter,0.9257928264395783
L16N5353_L5N413,5,413,16,5353,2248,99.956,2248,2248,Inter,0.99956
L16N5353_L6N715,6,715,16,5353,1390,100,2248,2248,Inter,0.6183274021352313
L16N5355_L21N7661,21,7661,16,5355,871,98.852,2329,2232,Inter,0.36968695577501076
L16N5355_L22N8174,22,8174,16,5355,1212,99.835,2328,2232,Inter,0.9819588487972509
L16N5359_L17N6101,17,6101,16,5359,1995,100,2208,2208,Inter,0.9035326086956522
L16N5359_L20N7276,20,7276,16,5359,1941,100,2208,2208,Inter,0.8790760869565217
L16N5359_L21N7674,21,7674,16,5359,2148,100,2208,2208,Inter,0.9728260869565217
L16N5359_L22N8184,22,8184,16,5359,1578,100,2208,2208,Inter,0.7146739130434783
L16N5360_L17N6110,16,5360,17,6110,824,99.879,2206,2145,Inter,0.3730747778785132
L16N5361_L17N6103,16,5361,17,6103,1934,99.948,2203,2203,Inter,0.8774372764412165
L16N5361_L21N7676,16,5361,21,7676,1320,100,2203,2203,Inter,0.5991829323649569
L16N5364_L17N6106,16,5364,17,6106,1205,100,2183,2183,Inter,0.5519926706367384
L16N5364_L20N7279,16,5364,20,7279,1563,100,2183,2183,Inter,0.7159871736142922
L16N5364_L21N7678,16,5364,21,7678,1544,100,2183,2183,Inter,0.7072835547411819
L16N5364_L22N8185,16,5364,22,8185,1224,100,2183,2183,Inter,0.5606962895098488
L16N5364_L8N1564,8,1564,16,5364,1772,99.944,2183,2183,Inter,0.8112724141090243
L16N5364_L9N2619,16,5364,9,2619,1264,100,2183,2183,Inter,0.5790196976637655
L16N5365_L21N7699,16,5365,21,7699,2083,98.368,2179,2068,Inter,0.9403421018815971
L16N5366_L3N210,16,5366,3,210,520,95.962,2178,2181,Inter,0.22879523154516276
L16N5369_L17N6113,16,5369,17,6113,1947,99.846,2125,2125,Inter,0.9148242917647059
L16N5369_L20N7281,16,5369,20,7281,2095,99.857,2125,2125,Inter,0.9844725411764705
L16N5369_L21N7686,16,5369,21,7686,1209,99.835,2125,2125,Inter,0.5680024235294118
L16N5369_L22N8192,16,5369,22,8192,1947,99.846,2125,2125,Inter,0.9148242917647059
L16N5370_L18N6706,16,5370,18,6706,2122,99.859,2122,4038,Inter,0.5247667112431897
L16N5370_L20N7289,20,7289,16,5370,1993,100,2030,2122,Inter,0.9392082940622055
L16N5370_L21N7662,16,5370,21,7662,2122,99.906,2122,2328,Inter,0.9106552061855671
L16N5370_L22N8187,16,5370,22,8187,1993,100,2122,2160,Inter,0.9226851851851852
L16N5370_L5N407,16,5370,5,407,2122,100,2122,2328,Inter,0.9115120274914089
L16N5371_L6N683,16,5371,6,683,1481,100,2112,3948,Inter,0.75
L16N5373_L17N414,17,414,16,5373,2091,99.904,2220,2091,Inter,0.94098767567567565
L16N5373_L17N724,17,724,16,5373,1430,93.427,2091,2091,Inter,0.6389316594930655
L16N5373_L18N6762,16,5373,18,6762,1372,99.49,2091,2091,Inter,0.6527990435198469
L16N5373_L21N7682,16,5373,21,7682,1482,99.46,2091,2134,Inter,0.6907203373945642
L16N5373_L22N8197,16,5373,22,8197,1699,99.235,2091,2091,Inter,0.8063140363462458
L16N5373_L5N414,5,414,16,5373,2091,99.904,2220,2091,Inter,0.94098767567567565
L16N5373_L6N724,16,5373,6,724,1430,93.427,2091,2091,Inter,0.6389316594930655
L16N5373_L8N1515,16,5373,8,1515,1758,99.09,2091,2416,Inter,0.7210274006622516
L16N5373_L9N2639,9,2639,16,5373,1610,99.503,2078,2091,Inter,0.7661397895743663
L16N5375_L5N425,16,5375,5,425,1165,98.627,2077,2085,Inter,0.5510813189448441
L16N5375_L8N2637,16,5375,8,2637,1616,97.958,2077,2094,Inter,0.7559700477554919
L16N5375_L9N2637,16,5375,9,2637,1616,97.958,2077,2094,Inter,0.7559700477554919
L16N5376_L20N7285,16,5376,20,7285,1475,99.864,2076,2074,Inter,0.70953468208092485
L16N5376_L21N7697,16,5376,21,7697,1666,99.88,2076,2075,Inter,0.8015418111753371
L16N5376_L6N725,16,5376,6,725,1574,99.936,2076,2075,Inter,0.7577035838150289
L16N5377_L17N6071,16,5377,17,6071,1592,100,2074,2472,Inter,0.6440129449838188
L16N5377_L18N6737,18,6737,16,5377,2075,100,2472,2074,Inter,0.8394012944983819
L16N5378_L17N6120,16,5378,17,6120,1403,99.929,2072,2072,Inter,0.6766427944015444
L16N5378_L21N7698,16,5378,21,7698,2043,99.804,2072,2072,Inter,0.9840712934362934
L16N5378_L3N212,3,212,16,5378,2025,99.753,2051,2072,Inter,0.9749026303088804
L16N5378_L5N429,16,5378,5,429,1902,99.947,2072,2072,Inter,0.9174671525096526
L16N5378_L6N727,16,5378,6,727,1606,99.938,2072,2072,Inter,0.7746159652509652
L16N5379_L17N124,16,5379,17,124,1902,99.947,2070,2069,Inter,0.9183535942028985
L16N5379_L20N124,16,5379,20,124,1902,99.947,2070,2069,Inter,0.9183535942028985
L16N5379_L22N8180,16,5379,22,8180,1765,99.943,2070,2247,Inter,0.785044036493102
L16N5379_L3N211,3,211,16,5379,1613,100,2069,2070,Inter,0.7792270531400967
L16N5383_L22N8201,16,5383,22,8201,1545,99.806,2056,2055,Inter,0.750001313229572
L16N5386_L21N7704,21,7704,16,5386,1892,99.947,2041,2041,Inter,0.9265052621264087
L16N5387_L18N6770,16,5387,18,6770,1306,100,2038,2038,Inter,0.6408243375858685
L16N5387_L21N7694,21,7694,16,5387,788,97.97,2089,2038,Inter,0.3695565342269028
L16N5389_L21N7677,16,5389,21,7677,1690,99.527,2032,2194,Inter,0.7666391522333637
L16N5389_L6N717,16,5389,6,717,1421,99.859,2032,2194,Inter,0.646762256153145
L16N5391_L21N7692,16,5391,21,7692,2002,100,2017,2098,Inter,0.9542421353670162
L16N5391_L5N432,16,5391,5,432,2002,99.95,2017,2038,Inter,0.9818444553483808
L16N5392_L17N6130,17,6130,16,5392,1648,97.391,2014,2013,Inter,0.796923376365442
L16N5392_L20N7293,16,5392,20,7293,1561,97.309,2013,2013,Inter,0.7545918976651763
L16N5392_L21N7710,16,5392,21,7710,1486,99.529,2013,2013,Inter,0.7347247590660706
L16N5392_L22N8210,22,8210,16,5392,1690,97.101,2014,2013,Inter,0.8147998510427011
L16N5393_L17N6118,17,6118,16,5393,2088,98.994,2088,2012,Inter,0.98994
L16N5393_L18N6763,18,6763,16,5393,2088,98.994,2088,2012,Inter,0.98994
L16N5393_L20N7283,20,7283,16,5393,2088,98.994,2088,2012,Inter,0.98994
L16N5393_L21N7695,21,7695,16,5393,2088,98.994,2088,2012,Inter,0.98994
L16N5393_L22N8199,22,8199,16,5393,2088,98.946,2088,2012,Inter,0.98946
L16N5393_L8N1593,8,1593,16,5393,2088,98.467,2088,2012,Inter,0.9846699999999999
L16N5394_L6N732,16,5394,6,732,1632,100,2005,2005,Inter,0.8139650872817955
L16N5395_L17N6134,16,5395,17,6134,1069,99.906,2004,2004,Inter,0.5329317065868264
L16N5395_L21N7712,16,5395,21,7712,1723,99.826,2004,2004,Inter,0.8582844211576846
L16N5395_L6N733,16,5395,6,733,1618,100,2004,2004,Inter,0.8073852295409182
L16N57_L8N57,16,57,8,57,3025,100,3025,3025,Inter,1
L16N6702_L17N5983,16,6702,17,5983,3611,100,6709,6709,Inter,0.5382322253689075
L16N6702_L18N3952,18,3952,16,6702,4381,100,6709,6709,Inter,0.6530034282307349
L16N6702_L19N7146,16,6702,19,7146,4434,100,6709,6709,Inter,0.6609032642718736
L16N6702_L21N7573,16,6702,21,7573,4432,100,6709,6611,Inter,0.9937397525711731
L16N6702_L22N4543,22,4543,16,6702,4551,100,6829,6709,Inter,0.6664226094596574
L16N6702_L4N289,16,6702,4,289,4481,100,6709,6709,Inter,0.6679087792517514
L16N6702_L4N3952,4,3952,16,6702,4381,100,6709,6709,Inter,0.6530034282307349
L16N6732_L17N6061,16,6732,17,6061,2575,99.922,2581,2569,Inter,0.9968971328942271
L16N6732_L21N7629,16,6732,21,7629,1559,100,2581,2580,Inter,0.6040294459511817
L16N78_L17N5984,17,5984,16,78,3031,99.868,6320,3126,Inter,0.47895555063291134
L16N78_L18N78,16,78,18,78,3126,100,3126,3126,Inter,1
L16N78_L21N7595,16,78,21,7595,3126,99.968,3126,3126,Inter,0.99968
L16N78_L22N78,16,78,22,78,3126,100,3126,3126,Inter,1
L16N78_L8N56,16,78,8,56,3106,100,3126,3106,Inter,0.9936020473448497
L16N78_L8N78,8,78,16,78,3126,100,3126,3126,Inter,1
L16N8188_L21N7693,21,7693,16,8188,1483,98.314,2091,2151,Inter,0.6778226964202696
L17N120_L21N120,17,120,21,120,2773,100,2773,2773,Inter,1
L17N123_L18N6740,17,123,18,6740,1858,100,2443,2443,Inter,0.7605403192795743
L17N123_L20N7252,17,123,20,7252,2443,99.959,2443,2442,Inter,0.99959
L17N123_L21N7642,17,123,21,7642,1524,100,2443,2443,Inter,0.6238231682357757
L17N123_L22N123,17,123,22,123,2443,100,2443,2443,Inter,1
L17N123_L22N4118,17,123,22,4118,1330,100,2443,2249,Inter,0.5444126074498568
L17N124_L20N124,17,124,20,124,2069,100,2069,2069,Inter,1
L17N124_L22N8180,17,124,22,8180,1921,99.896,2069,2247,Inter,0.8540285536270583
L17N124_L3N211,17,124,3,211,1781,100,2069,2069,Inter,0.8608023199613339
L17N141_L17N6072,17,141,17,6072,1443,99.584,2449,2470,Intra,0.5817802105263159
L17N141_L17N6075,17,141,17,6075,1459,100,2449,2449,Intra,0.5957533687219273
L17N141_L20N7250,17,141,20,7250,1459,100,2449,2449,Inter,0.5957533687219273
L17N141_L22N8165,22,8165,17,141,1421,100,2411,2449,Inter,0.5802368313597387
L17N141_L4N294,17,141,4,294,2208,100,2449,2449,Inter,0.9015924867292773
L17N141_L5N415,17,141,5,415,1422,100,2449,2220,Inter,0.5806451612903226
L17N141_L8N1486,17,141,8,1486,1947,99.538,2449,2586,Inter,0.7494218329466357
L17N23_L20N7227,17,23,20,7227,2797,99.964,2797,2797,Inter,0.99964
L17N23_L21N7613,17,23,21,7613,2134,100,2797,2797,Inter,0.7629603146228101
L17N23_L22N8136,17,23,22,8136,1650,99.939,2797,2797,Inter,0.5895579191991419
L17N23_L5N23,5,23,17,23,2797,100,2797,2797,Inter,1
L17N375_L17N6022,17,375,17,6022,3056,100,5883,3055,Intra,0.5194628590855006
L17N375_L20N7238,17,375,20,7238,2617,100,5883,2617,Inter,0.4448410674825769
L17N382_L17N6012,17,382,17,6012,1991,99.397,3181,3181,Intra,0.6221296038981452
L17N382_L20N7223,17,382,20,7223,2875,99.757,3181,2875,Inter,0.9016075919522164
L17N382_L22N8113,17,382,22,8113,2364,99.662,3181,3165,Inter,0.7406506381640994
L17N382_L6N688,17,382,6,688,2796,98.712,3181,3214,Inter,0.8587391163658992
L17N382_L8N1391,17,382,8,1391,2216,99.143,3181,3214,Inter,0.6835746359676416
L17N4_L20N4,20,4,17,4,3385,100,3385,3385,Inter,1
L17N4_L20N7210,20,7210,17,4,2125,100,3385,3385,Inter,0.6277695716395865
L17N4_L3N4,3,4,17,4,3385,100,3385,3385,Inter,1
L17N414_L17N724,17,414,17,724,1430,93.566,2220,2091,Intra,0.60269990990991
L17N414_L18N6762,17,414,18,6762,1501,99.6,2220,2091,Inter,0.6734216216216216
L17N414_L21N7682,17,414,21,7682,1611,99.565,2220,2134,Inter,0.7225189864864865
L17N414_L22N8197,17,414,22,8197,1828,99.344,2220,2091,Inter,0.8180217657657658
L17N414_L6N724,17,414,6,724,1430,93.566,2220,2091,Inter,0.60269990990991
L17N414_L9N2639,9,2639,17,414,1610,99.627,2078,2220,Inter,0.7225201351351351
L17N431_L9N2650,17,431,9,2650,2047,100,2054,2047,Inter,0.9965920155793574
L17N5983_L18N3952,17,5983,18,3952,5483,100,6709,6709,Inter,0.8172603964823372
L17N5983_L18N6702,17,5983,18,6702,3611,100,6709,6709,Inter,0.5382322253689075
L17N5983_L19N7146,17,5983,19,7146,5429,100,6709,6709,Inter,0.8092115069309882
L17N5983_L21N7573,17,5983,21,7573,5791,100,6709,6611,Inter,0.8631688776270681
L17N5983_L22N4543,22,4543,17,5983,5889,100,6829,6709,Inter,0.8623517352467418
L17N5983_L4N289,17,5983,4,289,5387,99.963,6709,6709,Inter,0.8026541675361454
L17N5983_L4N3952,17,5983,4,3952,5483,100,6709,6709,Inter,0.8172603964823372
L17N5984_L18N78,17,5984,18,78,3031,99.868,6320,3126,Inter,0.47895555063291134
L17N5984_L21N7595,17,5984,21,7595,3031,99.835,6320,3126,Inter,0.47879728639240504
L17N5984_L22N78,17,5984,22,78,3031,99.868,6320,3126,Inter,0.47895555063291134
L17N5984_L8N56,17,5984,8,56,3031,99.868,6320,3106,Inter,0.47895555063291134
L17N5984_L8N78,17,5984,8,78,3031,99.868,6320,3126,Inter,0.47895555063291134
L17N5986_L6N707,17,5986,6,707,2429,100,4887,2429,Inter,0.4970329445467567
L17N5987_L22N8097,17,5987,22,8097,3049,99.902,4565,4565,Inter,0.6672534457831325
L17N5990_L8N54,8,54,17,5990,2566,100,3928,3928,Inter,0.6532586558044806
L17N5990_L9N54,9,54,17,5990,2566,100,3928,3928,Inter,0.6532586558044806
L17N5991_L18N6707,17,5991,18,6707,2570,99.922,3819,3819,Inter,0.6724261324954176
L17N5998_L20N7212,17,5998,20,7212,3648,99.068,3648,3293,Inter,0.99068
L17N6000_L18N6711,17,6000,18,6711,1298,98.151,3620,3505,Inter,0.3519336961325967
L17N6000_L5N421,17,6000,5,421,1956,99.387,3620,2136,Inter,0.5370192596685084
L17N6001_L18N6709,18,6709,17,6001,3132,98.563,3578,3582,Inter,0.861807135678392
L17N6001_L20N7209,17,6001,20,7209,3582,99.777,3582,3792,Inter,0.94251375
L17N6001_L22N8103,17,6001,22,8103,2909,99.519,3582,3550,Inter,0.8082098576214406
L17N6001_L4N290,4,290,17,6001,3177,99.685,3572,3582,Inter,0.8841408291457287
L17N6001_L8N1354,8,1354,17,6001,3137,99.745,3572,3582,Inter,0.873534519821329
L17N6006_L18N6712,17,6006,18,6712,1945,98.098,3385,3383,Inter,0.5636650221565731
L17N6008_L20N7211,20,7211,17,6008,3282,99.939,3336,3373,Inter,0.9724275066706195
L17N6008_L22N8111,22,8111,17,6008,3040,99.934,3228,3373,Inter,0.9006799881411207
L17N6009_L21N7590,17,6009,21,7590,3086,99.968,3309,3202,Inter,0.9323096041100031
L17N6010_L8N1383,17,6010,8,1383,2192,99.909,3279,3279,Inter,0.6678881610247026
L17N6012_L20N7223,17,6012,20,7223,1762,99.205,3181,2875,Inter,0.9160625023577491
L17N6012_L22N8113,17,6012,22,8113,2776,99.352,3181,3165,Inter,0.8670265702609243
L17N6012_L5N382,5,382,17,6012,1991,99.397,3181,3181,Inter,0.6221296038981452
L17N6012_L6N688,17,6012,6,688,1606,99.377,3181,3214,Inter,0.8786559956440572
L17N6012_L8N1391,8,1391,17,6012,1606,99.502,3214,3181,Inter,0.4972004107031736
L17N6015_L20N7215,17,6015,20,7215,1838,100,3136,3136,Inter,0.5860969387755102
L17N6022_L20N7238,17,6022,20,7238,2617,100,3055,2617,Inter,0.8566284779050737
L17N6022_L5N375,5,375,17,6022,3056,100,5883,3055,Inter,0.5194628590855006
L17N6023_L22N8118,22,8118,17,6023,2298,100,3045,3045,Inter,0.7546798029556651
L17N6024_L22N8119,17,6024,22,8119,2376,99.79,3032,3031,Inter,0.7819955145118733
L17N6026_L8N1415,8,1415,17,6026,2455,99.837,3029,3029,Inter,0.8091774017827665
L17N6028_L21N7601,21,7601,17,6028,635,96.378,3006,2967,Inter,0.20359291417165667
L17N6028_L22N8120,17,6028,22,8120,867,99.539,2967,2985,Inter,0.28911327638190953
L17N6028_L3N199,3,199,17,6028,860,90.465,3246,2967,Inter,0.23967929759704254
L17N6028_L8N1409,8,1409,17,6028,1122,96.791,3077,2967,Inter,0.3529395580110497
L17N6028_L9N1409,9,1409,17,6028,1122,96.791,3077,2967,Inter,0.3529395580110497
L17N6028_L9N2535,9,2535,17,6028,1122,96.791,3077,2967,Inter,0.3529395580110497
L17N6029_L18N6716,17,6029,18,6716,2858,98.46,2967,3058,Inter,0.9202049705689992
L17N6029_L1N4555,17,6029,1,4555,2177,99.724,2967,3058,Inter,0.7099383518639634
L17N6029_L20N7217,17,6029,20,7217,2578,99.922,2967,3058,Inter,0.8423770961412688
L17N6029_L21N4555,17,6029,21,4555,2177,99.724,2967,3058,Inter,0.7099383518639634
L17N6029_L3N200,3,200,17,6029,937,99.253,3058,2967,Inter,0.3041205395683453
L17N6030_L20N7221,17,6030,20,7221,2837,100,2906,2906,Inter,0.9762560220233999
L17N6030_L21N7607,17,6030,21,7607,2287,100,2906,2906,Inter,0.7869924294562973
L17N6030_L22N8126,17,6030,22,8126,1850,100,2906,2906,Inter,0.6366139022711631
L17N6030_L3N202,17,6030,3,202,2746,99.964,2906,2906,Inter,0.9446013214039917
L17N6030_L5N387,5,387,17,6030,2173,100,2906,2906,Inter,0.7477632484514797
L17N6034_L21N7609,21,7609,17,6034,1578,100,2848,2849,Inter,0.5538785538785539
L17N6036_L21N7592,17,6036,21,7592,878,95.786,2832,3163,Inter,0.4571620075877332
L17N6036_L5N689,17,6036,5,689,878,95.786,2832,3163,Inter,0.4571620075877332
L17N6036_L6N689,17,6036,6,689,878,95.786,2832,3163,Inter,0.4571620075877332
L17N6036_L8N55,17,6036,8,55,881,95.687,2832,3159,Inter,0.6505229186451409
L17N6037_L3N205,3,205,17,6037,1517,100,2820,2820,Inter,0.5379432624113475
L17N6037_L6N695,17,6037,6,695,2595,99.229,2820,2903,Inter,0.8870108680675164
L17N6039_L18N6721,17,6039,18,6721,2508,99.92,2771,2771,Inter,0.9043643450018044
L17N6039_L21N7616,21,7616,17,6039,2149,100,2771,2771,Inter,0.7755322988090942
L17N6039_L5N391,5,391,17,6039,2217,100,2771,2771,Inter,0.8000721761097077
L17N6040_L20N7269,17,6040,20,7269,1736,100,2746,2295,Inter,0.8568823160961399
L17N6042_L22N8140,17,6042,22,8140,1729,100,2718,2704,Inter,0.6361295069904341
L17N6043_L20N7232,17,6043,20,7232,2166,100,2683,2677,Inter,0.8073052553112188
L17N6044_L20N7231,20,7231,17,6044,1931,97.618,2689,2675,Inter,0.7010054220899963
L17N6044_L22N8141,22,8141,17,6044,2326,97.936,2688,2675,Inter,0.8474670238095239
L17N6047_L22N8142,17,6047,22,8142,1517,96.638,2639,2681,Inter,0.7732179447967177
L17N6049_L21N7625,17,6049,21,7625,1630,99.939,2633,2633,Inter,0.6186880744398024
L17N6054_L22N8147,17,6054,22,8147,2137,100,2608,2608,Inter,0.8194018404907976
L17N6057_L21N7627,21,7627,17,6057,1781,99.944,2596,2595,Inter,0.685671278890601
L17N6057_L22N8150,22,8150,17,6057,1683,99.941,2596,2595,Inter,0.6479225847457628
L17N6060_L18N6729,18,6729,17,6060,2457,98.372,2597,2571,Inter,0.9306892722371968
L17N6061_L18N6732,18,6732,17,6061,2575,99.922,2581,2569,Inter,0.9968971328942271
L17N6061_L20N33,20,33,17,6061,2569,100,2580,2569,Inter,0.9957364341085271
L17N6061_L21N7629,21,7629,17,6061,1552,99.936,2580,2569,Inter,0.6011653953488373
L17N6061_L22N8155,22,8155,17,6061,2570,99.961,2581,2569,Inter,0.9953497481596281
L17N6061_L6N33,6,33,17,6061,2569,100,2580,2569,Inter,0.9957364341085271
L17N6066_L20N7261,20,7261,17,6066,1642,100,2384,2487,Inter,0.981101728990752
L17N6066_L21N7637,21,7637,17,6066,2153,100,2487,2487,Inter,0.8657016485725774
L17N6066_L22N8162,17,6066,22,8162,1549,99.806,2487,2487,Inter,0.6216304543626858
L17N6068_L21N7639,17,6068,21,7639,1280,98.984,2476,2474,Inter,0.5117105008077544
L17N6068_L21N7667,17,6068,21,7667,1280,98.984,2476,2278,Inter,0.5117105008077544
L17N6069_L20N7249,17,6069,20,7249,1747,98.912,2476,2474,Inter,0.6978968659127626
L17N6071_L18N6737,17,6071,18,6737,1959,100,2472,2472,Inter,0.7924757281553398
L17N6072_L17N6075,17,6075,17,6072,2433,99.753,2449,2470,Intra,0.9825872429149798
L17N6072_L18N141,18,141,17,6072,1443,99.584,2449,2470,Inter,0.5817802105263159
L17N6072_L1N141,1,141,17,6072,1443,99.584,2449,2470,Inter,0.5817802105263159
L17N6072_L20N141,20,141,17,6072,1443,99.584,2449,2470,Inter,0.5817802105263159
L17N6072_L20N7250,20,7250,17,6072,2433,99.712,2449,2470,Inter,0.9821833846153847
L17N6072_L21N141,21,141,17,6072,1443,99.584,2449,2470,Inter,0.5817802105263159
L17N6072_L22N141,22,141,17,6072,1443,99.584,2449,2470,Inter,0.5817802105263159
L17N6072_L22N8165,17,6072,22,8165,2470,99.798,2470,2411,Inter,0.99798
L17N6072_L3N199,3,199,17,6072,2047,96.434,3246,2470,Inter,0.608134313000616
L17N6072_L4N294,4,294,17,6072,1295,99.923,2449,2470,Inter,0.5238877935222672
L17N6072_L5N141,5,141,17,6072,1443,99.584,2449,2470,Inter,0.5817802105263159
L17N6072_L5N415,5,415,17,6072,2220,99.955,2220,2470,Inter,0.898380971659919
L17N6072_L8N141,8,141,17,6072,1443,99.584,2449,2470,Inter,0.5817802105263159
L17N6072_L8N1486,8,1486,17,6072,1694,99.41,2586,2470,Inter,0.6512008507347253
L17N6072_L9N141,9,141,17,6072,1443,99.584,2449,2470,Inter,0.5817802105263159
L17N6075_L18N141,18,141,17,6075,1459,100,2449,2449,Inter,0.5957533687219273
L17N6075_L1N141,1,141,17,6075,1459,100,2449,2449,Inter,0.5957533687219273
L17N6075_L20N141,20,141,17,6075,1459,100,2449,2449,Inter,0.5957533687219273
